combination,model,k_cross_val,max_authors,model_params,accuracy
7,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.73
8,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9002083333333333
8,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9216666666666666
8,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9525925925925928
8,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8641249999999999
8,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.89725
8,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9213333333333334
8,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.714375
8,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.778125
8,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8366666666666667
8,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.9057638888888888
8,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.9279166666666668
8,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9592592592592591
8,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.867625
8,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8957499999999999
8,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9093333333333332
8,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.714375
8,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.778125
8,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8366666666666667
9,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8875
9,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9111111111111108
9,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.945925925925926
9,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.843875
9,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8727499999999999
9,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9
9,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.699375
9,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7575000000000001
9,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8233333333333333
9,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.8889583333333333
9,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.9134722222222221
9,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9444444444444444
9,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.84825
9,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.87775
9,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9106666666666668
9,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.699375
9,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.7575000000000001
9,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8233333333333333
10,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7509722222222223
10,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7961111111111111
10,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8629629629629629
10,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.693375
10,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7355
10,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.828
10,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.5440625
10,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.6112500000000001
10,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.6766666666666666
10,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.7052777777777776
10,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.7611111111111112
10,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8533333333333333
10,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.6407499999999999
10,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.6955
10,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.7853333333333333
10,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.5440625
10,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.6112500000000001
10,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.6766666666666666
11,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7661805555555556
11,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8095833333333333
11,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8814814814814815
11,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7170000000000001
11,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7585
11,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8493333333333334
11,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.5609375
11,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.638125
11,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7066666666666667
